nr_isbn13,nr_egzemplarza,tytul,nr_edycji,autor,rok_wydania,czy_dostepne_online,liczba_stron,id_kategorii,id_filii
978-0-295-49903-1,2,Przyczyna okres słyszeć piętro dziura nadzieja,4,Grzegorz Materek,2023,False,748,25,10
978-0-395-30995-7,2,! pełen poznać hodować młody srebro dialekt,1,pan Juliusz Chmielak,1965,False,124,11,2
978-1-4929-5350-0,1,Zaczynać 1 film bogaty królestwo szczyt czwartek,5,Elżbieta Sładek,1987,True,412,28,7
978-0-391-35179-0,1,Zadanie tydzień korzeń mówić podróżować budować morski powieść,4,pani Monika Szara,1968,False,814,10,9
978-1-4711-2039-8,2,Międzynarodowy gołąb natychmiast zimny nasienie sześćdziesiąt nie ma korona,3,Natasza Fiedoruk,2000,True,696,19,8
978-0-319-96290-9,1,Wydawać tu ktoś pisać lewy,,Sonia Korzekwa,1952,False,334,4,7
978-1-917974-44-8,1,Piłka poruszać się jednocześnie potrzebny zaś wyrażać,4,Aleksander Sereda,2006,True,528,45,7
978-1-9806-0675-8,1,Różowy modlitwa powód wy rząd,5,Bruno Barcz,1960,False,,5,10
978-0-07-332452-4,1,Zwrot kupować,,Maksymilian Wosiek,1973,False,207,35,10
978-0-531-09836-3,3,Projekt rzadki jako pierś głupiec liczyć,5,Stanisław Duras,1954,True,884,32,3
978-1-4324-2999-7,1,Hałas w formie zadanie impreza różowy Piotr róg wojsko wczesny piosenka,2,Bruno Gieroń,1997,True,906,48,8
978-0-373-23940-5,1,Odważny znaczenie wykorzystywać,2,Aleks Meler,2005,True,726,34,8
978-1-80774-876-0,2,Otworzyć rzadki mierzyć ziemia bardzo,,Róża Janczarek,1964,False,498,49,7
978-1-4293-5716-6,1,Bank zegar trzeci głupi,,Jan Wacławczyk,2017,False,,36,5
978-0-05-442962-0,1,Wobec znaczenie np,,Tola Ryguła,2004,True,817,39,6
978-1-06-944954-2,3,Znaczny robota wysłać trzy Holandia zdolny srebrny piasek,1,Klara Bluszcz,2004,True,987,5,9
978-1-4766-1826-5,3,Dlaczego służba dziewięćdziesiąt doprowadzić sztuka,,pan Jerzy Piszcz,2025,False,333,35,6
978-1-65848-632-3,2,Około płeć godność gmina,2,Kamil Pacyga,1963,False,577,38,1
978-1-248-97071-3,2,Właściwy pokarm kiedyś,5,Anastazja Styn,1989,False,518,16,2
978-1-216-79559-1,3,Moneta budowla porządek administracyjny temat krzyż Belgia pierwszy,,pan Ksawery Kolka,1978,True,697,42,3
978-1-201-02336-4,3,Gdyby kłopot cień więcej umieszczać tyle,1,Apolonia Wawryniuk,2002,False,966,39,4
978-1-898621-66-9,3,Związek szacunek ja,5,Natasza Boguś,2000,False,935,2,5
978-0-236-75552-3,1,Dach bitwa powietrze,2,pani Lidia Kabala,1954,True,,42,4
978-0-932172-67-9,2,Rolnik górski pokój ośrodek władza bóg szereg uczyć się pierwiastek chemiczny 8,1,Przemysław Poczta,2007,True,314,8,3
978-0-7608-5161-6,1,Sprzedawać nastrój radio,5,Witold Dycha,1954,False,110,9,7
978-1-262-83011-6,3,Linia liczny za pomocą lekcja zmienić,5,Konstanty Hamrol,1957,False,,4,10
978-1-881505-73-0,2,Osobisty utwór wykonywanie rano usuwać,5,Kamil Krzan,1975,True,398,4,3
978-0-15-669087-4,1,Ciężki płeć ostry igła wesoły hiszpański nad padać zwykły,2,Damian Świstek,1950,False,941,1,9
978-1-5377-8264-5,2,Francuski sprzęt posiadać ty szczególny mało,3,Mariusz Dulemba,2009,True,976,48,9
978-0-7610-7534-9,2,Żółty zwykle telewizyjny,,Agnieszka Andrearczyk,1987,False,497,7,1
978-0-467-93045-4,3,Matematyka łyżka hasło,2,Radosław Kus,1957,False,881,29,8
978-0-242-43765-9,3,Film stolica karta przed dawać wysokość,,pan Hubert Kazimierczuk,1968,False,952,20,5
978-0-525-51278-3,3,Rok stół otworzyć dziewiąty policja technika,4,Patryk Bieszke,1956,True,547,48,6
978-1-66561-275-3,2,Napój lampa jakiś kierować rasa się 9 ryzyko rasa,2,Kornel Kuster,1978,False,,2,6
978-1-67638-344-4,1,Punkt chodzić,1,Marcel Kosznik,1992,False,,15,9
978-0-89740-265-1,1,Doświadczenie tekst zając,1,Kaja Roter,2018,True,,45,2
978-0-940680-13-5,3,Firma piłka but opieka czasownik działalność następny naturalny,1,pan Krystian Penkala,1972,True,674,43,3
978-0-690-95074-8,3,Królowa kraj podłoga mleko,5,Olga Kryszkiewicz,2014,True,159,4,2
978-1-67779-280-1,3,W Czasie miłość ważny sobą,4,Adam Kowalówka,1956,False,506,11,5
978-1-71034-583-4,2,Fabryka,4,Mariusz Chaberek,2017,False,567,44,1
978-0-02-074739-0,1,Z wódka jedyny angielski stopa,2,Stefan Martin,2007,False,484,35,1
978-0-379-16522-7,3,Wykonać religijny spadać kij róża,2,Melania Zugaj,2009,False,991,23,9
978-0-416-83199-3,2,Okres zniszczyć raz Polska,,Kamil Zuziak,1968,False,429,45,9
978-1-60031-847-4,2,Bóg jedenaście leczenie małżeństwo gatunek usługa,,Piotr Sobolak,1987,True,836,17,10
978-1-935264-75-0,2,Zawodnik pomieszczenie zabić trudny sprzedaż wieczorem pełen herbata,,pani Nicole Łabno,1971,True,200,31,6
978-0-935904-29-1,2,Los drużyna roślina,,Sandra Lemieszek,2012,True,207,41,3
978-0-8053-2929-2,1,Gardło ciało,,Iwo Puła,1997,True,546,39,2
978-0-02-710508-7,2,Cierpieć suchy można mur wydać centrum,4,Rozalia Olearczyk,2002,False,924,9,3
978-1-387-85628-2,2,Lot prędkość,,Róża Kukier,1999,True,147,12,10
978-1-80240-527-9,1,Mebel dany kość odwaga,,Krzysztof Kunka,1963,True,626,39,7
978-0-02-840113-3,1,Doświadczenie bawić się szwedzki szósty płyta,2,pani Nicole Kiepura,1979,True,313,37,6
978-1-5312-5166-6,3,Narkotyk grunt otrzymywać sukienka przedmiot oczywiście,5,pani Kamila Kędziorek,1957,False,,22,1
978-1-4782-3926-0,2,Umrzeć płakać wytwarzać urodzenie wyspa prowadzić słuchać lubić nos,5,pan Kajetan Pociask,1955,False,861,10,1
978-1-4647-8273-2,2,Obywatel staw grunt spać odważny wolno,4,pani Justyna Dorawa,1962,True,157,15,6
978-0-88347-805-9,1,Litwa uczeń uczyć,5,Stefan Grotek,2019,True,806,32,10
978-0-02-878914-9,2,Kula szkoda akcja gniazdo lud,3,Julianna Rembisz,1979,False,955,21,8
978-0-8240-2846-6,2,Bogini dwa jakość bać się otwierać ona,1,Kaja Bulanda,1979,True,654,9,7
978-1-334-75034-2,2,Oddawać na przykład używać srebro zasada,5,Nikodem Pułka,1979,False,417,27,6
978-1-972952-39-9,3,Wiara podstawowy świeca byk pokarm pomysł,2,Sonia Ekert,2022,True,311,1,8
978-0-246-74269-8,1,Niewolnik miód wydarzenie wewnątrz,,Leonard Roszko,1975,False,103,33,8
978-1-912937-09-7,2,Zero pogoda również kieszeń,,Adrian Wons,1952,False,,41,6
978-1-943095-25-4,2,W Końcu 900 określać doskonały pomarańczowy,,Sonia Słoboda,1979,True,255,11,3
978-1-5457-7273-7,3,Interes miłość,4,Anita Małas,2014,True,907,28,10
978-0-452-27418-1,1,Dyskusja chwila podróżować,4,Daniel Sobstyl,1959,True,830,50,9
978-1-56502-163-1,2,Hiszpania ciepły,,pan Andrzej Kleban,1992,False,775,6,9
978-1-114-95294-2,2,Jezus powodować bieda miecz postępowanie wybuch bok,4,Robert Pyć,1972,True,797,19,3
978-0-404-11479-4,3,Dźwięk,,pan Mateusz Dylak,1953,False,602,7,8
978-1-890303-07-5,1,Kilka budowla ząb,2,Robert Wywiał,1974,False,,16,4
978-0-01-280908-2,3,Kilka poduszka jeżeli chcieć zwykle cierpienie,5,pan Stefan Bednarowicz,1958,True,998,24,7
978-0-01-432162-9,1,Archipelag Afganistan w Jezus,2,Adrian Ciuruś,1956,True,278,37,10
978-0-7184-0307-2,1,Prosić przeszkoda 50,,Błażej Łasak,2007,True,371,36,8
978-1-964887-63-0,3,Narodowy w wyniku pytanie stosować,2,pan Julian Groth,1961,True,176,47,10
978-0-465-72811-4,2,Powolny lustro lipiec policzek wielki,5,Alex Apostel,1953,False,441,20,6
978-1-872695-89-1,2,Należeć papier gleba niewielki kolano krótki,,pani Liwia Jędrzejek,1988,True,,7,1
978-1-915965-26-4,2,Zawsze biuro wy temat we płaski głos wywoływać,2,Melania Krefta,2025,True,,40,4
978-1-04-950838-2,2,Dotyczyć społeczeństwo dół radio wybrzeże więcej stopa,,Kacper Glegoła,1958,False,412,4,4
978-0-08-426713-1,2,Japonia ocean klient głupek ocena kierować,2,pan Józef Gregorek,1975,False,901,8,4
978-1-61929-195-9,3,Miecz obrót strój,2,Julita Gołek,2006,True,109,2,6
978-0-11-861345-3,1,Tańczyć pająk sobą podać,4,Tymoteusz Rudowicz,1970,False,763,14,10
978-0-8296-0616-4,2,Kalendarz serce konflikt przeciwny,3,Cyprian Góraj,1973,False,,24,4
978-0-934909-86-0,2,Pojawiać Się droga kolejowy wydawać się szpital płaszcz,,Alan Głuszko,1966,False,673,44,7
978-0-287-35723-3,3,Córka świnia dziki,5,Jan Jaracz,1974,True,718,8,10
978-1-59617-301-9,3,Oficjalny okrągły który hodować zmienić traktować zrozumieć wierzyć praca gorący,1,Artur Front,1985,True,442,41,7
978-0-07-351183-2,3,Pisarz wypadek,2,Mateusz Basak,1955,False,907,19,1
978-0-362-63807-3,2,Wódka dla,4,Ignacy Rębiś,1988,True,891,20,3
978-0-06-680098-1,3,Uśmiech kość dziewięćdziesiąt korona,,pani Dagmara Boba,1965,False,657,33,6
978-1-959885-02-3,2,Dzięki brudny,,Sandra Różewicz,1991,True,219,49,10
978-0-241-55283-4,1,Dawny ładny podnosić,3,Leonard Machowicz,1995,False,347,17,10
978-1-239-61857-0,1,Warzywo badanie,2,pan Tomasz Kasica,2012,True,585,20,6
978-0-8305-2623-9,3,Dobrze 0 wrzesień odcinek wskazywać,4,Maksymilian Talaśka,2005,False,361,5,10
978-0-7255-0174-7,3,Granica szereg opisać zarówno,4,pan Łukasz Czupryn,2016,False,937,23,10
978-0-10-977809-3,2,Leczenie korzeń herbata ocean wolność rodzic zero,1,Alex Greszta,1950,True,243,48,1
978-1-70926-957-8,3,Wrażenie czwartek przyjąć czas pewien siódmy igła mierzyć policjant łaciński,3,Roksana Bany,1974,False,,18,3
978-1-966686-02-6,2,Odcinek zachodni organ dlaczego mgła czerwony,1,Jędrzej Szpala,2025,True,938,38,3
978-0-9907256-3-3,3,Poza sprzęt chłopak struktura uchodzić,,pan Norbert Kraszkiewicz,1989,False,735,8,5
978-0-7114-9060-4,3,Muzyczny czy pomidor lina,,Kacper Mazan,1999,False,568,31,10
978-1-04-626270-6,1,Kula tłumaczyć,3,Fabian Kołton,1968,True,736,29,5
978-1-217-28476-6,2,Pierwiastek zwrot chiński,,Tola Potęga,1984,False,142,47,6
978-0-7044-9355-1,3,Jego Ameryka przeciwnik narząd dać się niż wiersz,3,Tobiasz Grodek,1982,True,766,34,10
978-0-8082-0468-8,1,Zespół społeczeństwo górski koza ziemniak lecieć,2,Dawid Ludwiniak,2015,True,784,20,10
978-0-667-62132-9,2,Średniowieczny Izrael woda złoty złodziej,4,Anastazja Stempel,2014,False,798,36,1
978-0-934371-25-4,2,Uciekać statek majątek różny,3,Jacek Pęciak,1998,True,273,31,9
978-0-432-76546-3,2,Też stacja rzucać w kształcie lew,3,Elżbieta Danisz,1958,False,279,13,7
978-1-63493-744-3,3,Jeszcze jazda dowód czy w postaci oba,5,Marika Szymańczak,1997,False,680,8,9
978-0-00-060626-6,2,Francuski amharski chodzić,2,Tola Chwedczuk,1984,True,684,10,4
978-0-232-74916-8,3,Wśród temperatura początek sylaba nieprzyjemny,4,Maksymilian Moskalik,2025,True,232,31,7
978-0-306-03633-0,3,Prawny wrzesień mebel róg,2,Radosław Zaczyk,2025,False,999,37,9
978-1-73186-785-8,2,Ból większy zawodowy owoc,,Kaja Szaj,2022,False,823,12,6
978-1-927427-91-0,1,Wesoły nagle pszczoła mebel łączyć,5,Gaja Bortkiewicz,2024,False,,9,5
978-0-229-57497-1,3,Poprzez wreszcie wielkość wojenny umiejętność bycie dopiero by,,Szymon Kryszczuk,2010,False,800,4,4
978-1-950213-30-6,2,Zdrowie nigdy gniazdo,2,pan Damian Bancerz,1994,True,729,20,1
978-0-86011-782-7,2,Mięsień jedenaście,1,Miłosz Zemanek,2009,True,527,31,4
978-0-02-681326-6,2,Wiara zwyczaj wypowiedź pić polityk 40,3,Ida Kościukiewicz,2014,False,531,5,7
978-0-10-415651-3,1,Pustynia słoneczny rana przynosić jajo historia dotyczyć nosić wrogi,,Marcin Kusa,2016,True,885,6,3
978-0-643-02851-7,1,Termin władca płyta samica,,Alan Wacławczyk,1990,False,948,22,2
978-0-16-973305-6,2,Pomoc podłoga wojsko,,Radosław Krzysiek,2020,True,420,15,9
978-1-122-15477-2,2,Gatunek religijny te nauka twój proszę,,pan Julian Łokietek,1984,True,959,2,9
978-1-157-92965-9,3,Radio gdy półwysep Grecja radość krowa dar Unia Europejska,1,Leon Malesza,1983,False,411,46,5
978-0-15-643688-5,2,6 uchodzić profesor mistrz więcej pożar,,Urszula Surmiak,2018,False,794,20,1
978-0-553-46783-3,1,Mebel większość firma nazywać,,Michał Machowicz,1970,True,788,10,5
978-0-576-71769-4,3,Rzym słońce pochodzenie wielkość dziki handlowy,3,Marek Superson,2004,True,151,37,10
978-0-9908948-1-0,1,Żelazo piętnaście prezydent coraz problem,,Bartek Legutko,1968,True,809,41,2
978-1-5068-7895-9,2,Fizyczny czoło piłka żyć wysoko,1,Leonard Abramczuk,2022,False,448,20,5
978-0-557-21939-1,1,Turcja bycie adres partia,,Jerzy Picheta,2000,True,200,7,4
978-1-70803-424-5,2,Gorący tłum wypadek atmosfera wujek,,Adrian Kustosz,2016,True,,46,8
978-1-4086-5102-5,1,Zbierać szary wybierać liczba nadawać zbyt,2,Bianka Matejczuk,2023,True,522,33,8
978-1-104-29497-7,2,Zaś ku,4,Leonard Giża,1953,True,799,10,10
978-0-377-50256-7,1,Gęsty istnienie konstrukcja urzędnik wiersz samochód wojenny 70 hałas sygnał,,Jeremi Gryka,1999,True,596,13,10
978-0-559-60531-4,2,Po Prostu zapalenie bezpośrednio miękki rynek,2,pani Agnieszka Osman,1976,True,673,43,6
978-0-426-92745-7,2,Wykonanie rozmiar otworzyć,3,Karol Bik,1993,False,162,19,4
978-0-300-88279-7,1,Reguła figura gruby,5,pan Leon Świtaj,2007,False,673,47,4
978-0-89822-850-2,2,Liczyć lubić pan statek tytoń dziś,2,Angelika Fidor,2007,False,791,5,9
978-0-413-85864-1,3,Parlament podawać prowadzić kolacja fabryka,,pan Leon Brodowicz,2011,False,928,2,7
978-1-4152-9257-0,2,Idea strona,3,Marika Kozieja,1983,True,822,1,8
978-0-19-500328-4,1,Tradycyjny intensywny pracować słowo posługiwać się sieć,2,Jerzy Dłubak,1950,True,552,38,5
978-1-940228-29-7,3,Olej Szwecja konflikt,,Przemysław Potoczna,1997,False,698,24,8
978-1-325-33128-4,3,Włochy pasek fotografia jako przestać,5,Piotr Członka,2011,True,944,27,6
978-0-523-57630-5,1,I dawać we sieć,2,Bruno Puła,1984,True,814,44,9
978-0-315-47726-1,3,Dwanaście Unia Europejska opisać zabić flaga,3,Jakub Korta,1953,False,247,9,1
978-1-05-948892-6,2,Trzymać figura otrzymywać piątek,2,Róża Hadam,1985,True,789,11,6
978-1-01-068218-9,3,Jeden napisać pierwiastek próba,3,Oliwier Kijanka,1961,True,971,49,2
978-0-9773161-7-5,1,Słowacki figura udział kolumna raz,3,Fabian Wittbrodt,1964,False,171,47,10
978-0-530-79780-9,3,Pragnąć korzeń brzydki spowodować lubić,4,Julita Gasik,1962,False,824,23,2
978-1-4828-9554-4,1,Wada gwałtowny specjalista impreza klucz grać przy,3,Sandra Wojsa,1960,True,807,20,8
978-0-462-97892-5,1,Budowla męski wiatr pięć tysiąc,2,pan Bartek Roch,1993,True,214,26,3
978-0-500-98606-6,3,Ząb narząd powstawać jajko pojedynczy rola,,Patryk Wiertel,1993,True,535,4,4
978-0-339-76926-7,2,Gołąb lęk wygrać funkcja,2,Oliwier Ruchała,1959,False,406,29,7
978-0-496-13023-8,2,Przy francuski tablica potrzeba religijny anioł okręt zostać nastrój,1,Michał Maleszka,1996,True,971,15,8
978-1-902495-83-5,2,Wspomnienie raz przejaw pan możliwość,5,Damian Drgas,1958,True,569,24,4
978-1-07-145561-6,1,Spaść tor hotel znajdować czasownik,4,Wiktor Prokopiak,1960,False,185,16,6
978-1-57318-553-0,2,Pół z powodu zawartość,1,pan Błażej Oślizło,1991,False,297,33,7
978-0-00-058997-2,3,Słońce Belgia,3,pani Kaja Neubauer,1978,False,642,10,7
978-1-105-24729-3,2,Różnica centrum reguła więzienie urodzić kartka głód,4,Julian Wardzała,2011,False,369,8,9
978-1-57398-963-3,2,Ćwiczenie sytuacja znajdować jasny drużyna,1,Grzegorz Drynda,1992,False,997,25,4
978-0-607-01244-6,3,Kraków zamek kochać bułgarski sprawiać,2,Fryderyk Labudda,2002,False,998,30,10
978-0-531-24779-2,2,Stały cienki minuta biblioteka przedstawienie,3,pani Inga Musiolik,1998,False,673,14,9
978-0-631-31890-3,1,Wszystko wspólnota pusty,5,Justyna Kuśmider,1972,True,331,12,5
978-0-444-12508-8,1,Doświadczenie wisieć zmienić postępowanie muzyczny,2,pani Ida Sapeta,1980,True,877,3,6
978-0-85662-162-8,3,Święty jak sukces blisko,3,Tadeusz Drewa,2020,True,962,23,8
978-1-274-21008-1,3,Wydawać Się barwa zamiar,,Emil Saczuk,2012,True,971,11,1
978-1-05-159946-0,2,Świadczyć kolej wymagać dom nasienie ziarno podstawowy który,4,Fryderyk Kutnik,1952,False,317,19,6
978-1-352-57904-8,2,Przeciw katolicki no królestwo,4,Tobiasz Gabrych,2016,False,721,14,1
978-1-5047-2394-7,1,Gra region zniszczyć szczególny wczesny czwarty,2,Bruno Surmiak,2002,True,633,47,3
978-1-222-27613-8,2,Rosnąć publiczny sowa,3,Rozalia Misiurek,1998,True,447,20,6
978-0-382-24789-7,1,Itp trudno,,Ksawery Bazylewicz,1999,False,594,23,2
978-1-06-341657-1,2,Rozwój nagle bok podać,2,Marcin Katana,1996,False,168,20,1
978-1-74332-522-3,3,Służba ziarno,,Justyna Fidler,1989,False,,27,2
978-0-529-97562-1,3,Pięćdziesiąt krótki wykonywanie,5,Kalina Pawlonka,2009,True,202,3,3
978-0-660-96967-1,2,W Formie igła książę dzisiaj marzec mięsień rynek 1 pisać zysk,,pani Marcelina Mikiciuk,1999,True,646,49,7
978-1-02-184064-6,3,Niebo jeden,1,Leon Duszkiewicz,1981,False,381,50,1
978-1-76973-920-2,3,Ramię śmiech,1,Dawid Talaśka,2024,True,473,2,6
978-1-125-27885-7,1,Słowo sposób śmiać się ziemia dopływ powiat,,Nela Burzawa,1952,True,490,19,10
978-0-912089-89-8,2,Zazwyczaj gospodarka bydło,,Sonia Ścieszka,1965,True,743,19,1
978-0-85636-673-4,2,Postępowanie zakładać,2,Juliusz Stempniak,1951,False,137,23,2
978-0-454-63150-0,1,Droga wierzyć półwysep jeśli gruby wiara,5,Dawid Łukowicz,2024,True,309,13,7
978-0-933335-99-8,3,Dodatek pozycja sądowy tamten,,Olaf Juszczuk,1978,True,755,45,4
978-1-5441-4957-8,2,Mebel zbyt obchodzić stać się stary wyłącznie pisanie luty stosować liść,,pani Monika Hałka,1982,True,813,11,2
978-1-182-66175-3,2,Królestwo pomoc czerwiec tak udać się,,Anastazja Litwiniuk,2020,False,429,42,5
978-0-08-685839-9,1,Układ brat gmina się reguła ryba,,Rozalia Lesiewicz,2003,True,945,22,10
978-0-907079-43-9,2,Wtedy rasa zobaczyć połowa,,pani Aniela Józwik,2007,True,538,26,1
978-1-130-00437-3,2,Skrzydło szukać ciemny okres,,Ignacy Patrzałek,1970,False,170,29,5
978-1-272-69581-1,2,Ponownie,1,pani Kornelia Lepa,2022,True,297,4,5
978-0-9923691-5-6,3,Aż byk zwierzę,1,Gustaw Meler,1958,False,683,7,6
978-1-05-082697-0,3,Zrozumieć mąka spotkanie ubranie relacja,2,Gustaw Kurczak,2009,True,352,34,7
978-1-4646-3471-0,1,Ziemia jakość pragnienie pustynia sprzedaż wtorek ocean,,pan Alan Drgas,2015,False,920,47,2
978-1-943030-80-4,3,Przyjmować grzech fizyczny,4,Alex Cyrulik,1976,False,766,42,6
978-0-7832-2475-6,2,Płyn zamek niechęć wojskowy rosyjski dwa porządek drzwi pasmo handlowy,1,pani Anita Spadło,1960,False,493,7,6
978-1-60552-355-2,1,Odpowiedni sądzić,4,Albert Członka,2023,False,577,38,8
978-1-888347-37-1,2,Roślina między umiejętność postać las jesień zwyczaj właśnie,2,Urszula Kulisz,2018,True,973,4,6
978-1-82709-840-1,3,Latać albo radość potrzebny,,Eliza Krzyszczak,2014,True,911,9,5
978-1-60399-980-9,1,Podatek dłoń słuchać wszystko miękki księżyc chłopak,4,pan Maciej Chylak,2016,False,586,44,3
978-0-666-26838-9,2,Współczesny znajdować lampa kraj punkt rządzić kura produkować,,pani Nicole Ksel,2024,False,767,48,5
978-1-55265-148-3,2,Brat ukraiński budować obcy niechęć punkt,,Filip Nogieć,1980,False,759,12,7
978-0-8097-1203-8,2,Oddech wysoki dziedzina rząd,,pan Robert Węgrzyk,2024,True,277,41,3
978-0-7738-7938-6,3,Białoruski kupić punkt rysunek przedstawiciel wysokość świątynia,4,Emil Dąbroś,2017,False,173,3,7
978-0-531-12182-5,2,Wysiłek moneta fakt prawy,,pan Konstanty Demiańczuk,1968,False,583,18,7
978-1-63931-818-6,3,My modlitwa chiński doskonały,5,Kazimierz Jarczak,1995,False,854,4,9
978-0-14-090539-7,1,Cisza straszny wszystko przechodzić,2,Miłosz Tylman,1972,False,,37,10
978-1-922502-99-5,3,Pozwalać księga gleba układ okresowy duży przyjemny Słońce,3,Witold Pytko,1997,True,223,16,4
978-1-00-568998-8,2,Dziesięć malować dokonać okręt sól,2,pan Paweł Han,1988,False,498,21,2
978-0-500-89538-2,3,Wiek październik telewizyjny walczyć wspólny lipiec cmentarz,4,Dawid Niechciał,2022,False,854,29,5
978-0-476-92935-7,1,Naród film alkoholowy Jezus chęć budować,3,Daniel Lica,1978,False,409,46,9
978-0-334-37288-2,2,Obcy rysunek panować gleba,2,Antoni Grzywnowicz,1993,False,424,1,9
978-1-57891-163-9,2,Kura umysł oko Jan,,Roksana Opyrchał,1963,False,591,4,7
978-0-01-016363-6,2,Pływać poza radiowy dziecko uwaga Ameryka jeździć,,pan Karol Grabara,1970,True,814,40,6
978-1-233-59937-0,3,Postępowanie budynek poważny przyjąć zając zjawisko przestać,,Fryderyk Hankiewicz,2003,True,,23,6
978-0-7443-0138-0,2,Kiedyś archipelag życie,2,Marcel Witoń,2023,True,,50,2
978-1-939268-96-9,2,Jajo kot okoliczność inaczej,4,pani Blanka Dytko,1963,False,937,39,4
978-1-85996-508-5,3,Stać wilk,4,pan Ryszard Zygmuntowicz,2024,True,243,31,8
978-1-4156-4992-3,1,Ozdobny Włochy żelazo polityka dach,5,pani Monika Foremniak,1969,False,854,1,9
978-1-77974-075-5,3,Chrystus miejsce łyżka jezioro,,Tobiasz Szaj,1991,True,491,25,3
978-1-875098-96-5,3,Bar rok delikatny,1,Tymoteusz Sieja,1963,False,347,34,10
978-1-82040-982-2,3,Jutro inaczej zamek otwarty abugida mięsień,3,pani Rozalia Ochał,1957,True,549,22,8
978-0-424-71215-4,2,Długo ostry,1,pani Anastazja Tomzik,1998,False,144,33,4
978-1-330-44742-0,2,Słoneczny poza leczenie ciągle zamykać pas,2,pani Sara Mrózek,2025,True,101,34,8
978-1-909376-83-0,3,Ogólny po nauczycielka radość słaby też,3,Albert Romejko,1950,False,657,21,4
978-1-81083-399-6,1,Kość pałac silnik film czekolada dzień,1,pani Marika Domowicz,1974,True,242,4,1
978-0-289-75281-4,1,Smak teren japoński,5,Dominik Tyczka,2006,False,408,42,3
978-0-17-804971-1,1,Należy niebieski relacja budynek obszar dane w ciągu robota,1,Maciej Hamrol,1958,False,850,23,3
978-1-67232-990-3,2,Brak toponim okrągły przychodzić ojciec plemię,,Borys Hasiak,1992,False,438,12,5
978-0-385-17561-6,2,Żywność Jan do w celu wyjście niedźwiedź restauracja jutro,4,Marianna Wójt,2001,False,,49,3
978-0-7980-9294-4,3,Sędzia królowa ciemny religia,1,Cyprian Szajna,1989,True,855,41,5
978-1-78879-904-1,3,Pisanie biały różny trzeci ona,,Kajetan Piechna,1990,False,422,40,1
978-0-280-32611-3,2,Rzucić drzewo lud plama doskonały krzesło,3,Patryk Małys,1982,False,848,37,8
978-0-466-42708-5,2,Jaki leczenie niebo przeciw coś Węgry Holandia literatura,,Tomasz Pietryga,1993,False,703,8,6
978-1-82011-824-3,1,Sukces dziś wyraz znaczyć rejon,4,Liwia Dziewit,2018,True,116,31,2
978-1-65511-427-4,3,Ukraiński dziewięć bieg,2,Daniel Głowiak,1976,False,771,20,8
978-1-158-42823-6,1,Sąsiad samica ulica,,Marcel Lipok,1964,True,962,33,9
978-1-63702-811-7,3,Kostka grzyb policzek niski stary Niemiec wizyta kolumna,5,Tymoteusz Furmankiewicz,1953,False,765,3,1
978-1-240-70403-3,1,Jezioro liczyć myśleć śmiać się mocz głupota nocny sprawa,4,pan Borys Dyda,2011,False,847,41,5
978-1-00-249571-1,3,Wygląd cichy region przeciwko lód,,Tymon Chojna,1985,False,309,10,9
978-1-886303-44-7,2,Wszystek komputerowy Jan znany,,Blanka Faryna,1992,True,822,33,6
978-0-8302-1639-0,2,Śpiewać artystyczny pomysł styl,1,Dagmara Kochel,1989,True,496,47,1
978-1-83252-037-9,2,Listopad męski dziecko łatwy 90 broń cisza późny 60,,Józef Basak,1963,True,767,39,4
978-0-673-55822-0,3,Kolej teatr zdolny Jan wypowiedź pomoc reguła,3,Borys Lesner,1976,False,735,6,8
978-0-10-081360-1,2,Żelazo bić 9 naj- ziemniak,,Marcel Maraszek,1966,True,928,27,3
978-1-4148-6407-5,1,Niezwykły nastrój,3,Witold Czura,1967,False,271,5,10
978-0-03-303622-1,3,Możliwy jazda,,pani Aniela Lesiewicz,1971,True,917,36,2
978-1-73031-930-3,1,Łagodny 3 substancja,1,Inga Wowra,1982,False,124,35,4
978-0-7846-9737-5,1,Stawać Się rozumieć pragnienie zima,1,Monika Słaba,2014,True,477,19,4
978-1-06-782672-7,1,Wynosić co pomagać,,Aniela Bajko,1973,False,844,8,3
978-1-4164-7902-4,2,Ładny odwaga przynosić babcia obowiązywać zwierzę,5,Adam Ziemkiewicz,1968,False,853,45,2
978-0-210-06549-5,3,Mąż prawie mieć spadek nieprzyjemny uzyskać policja ogień pierwszy,2,Iwo Wawrzyczek,2022,False,926,18,5
978-1-228-95654-6,3,Kalendarz na zewnątrz często instytucja miecz,3,Julian Golisz,2002,True,803,23,5
978-1-79041-994-4,3,Chłop doświadczenie,,Marcel Kaźmierczyk,2002,True,820,47,9
978-0-9836245-0-9,3,Kaczka gniew odpowiedni palec bogini,1,Łukasz Kusa,1954,False,371,32,2
978-0-242-25078-4,2,Kosztować pytanie kończyć,,pan Gustaw Kulis,1994,False,,9,5
978-0-88476-418-2,2,Ostry zamknąć niedźwiedź dokument wiosna urodziny promień trochę ocena bajka,1,Eliza Duc,1999,False,547,18,1
978-0-03-396959-8,3,Przyjmować naturalny przestać punkt lato złoto rasa lecieć Niemcy,1,Maks Myszk,2017,False,839,27,1
978-0-7638-5355-6,3,Artykuł urządzenie,3,Oskar Pietrasiak,1994,True,708,23,1
