id_wejscia,id_osoby,id_filii,data_wejscia,data_wyjscia
872,319,5,2025-12-28 19:14:44,2025-12-28 20:42:44
873,85,2,2025-12-28 19:14:02,2025-12-28 20:49:02
874,752,3,2025-12-28 19:13:50,2025-12-28 19:51:50
875,922,4,2025-12-28 19:14:32,2025-12-28 20:59:32
876,319,8,2025-12-28 19:13:35,2025-12-28 20:26:35
877,879,7,2025-12-28 19:13:24,2025-12-28 20:14:24
878,433,6,2025-12-28 19:13:17,2025-12-28 22:11:17
879,77,3,2025-12-28 19:13:55,2025-12-28 22:14:55
880,262,1,2025-12-28 19:14:03,2025-12-28 20:25:03
881,463,8,2025-12-28 19:14:50,2025-12-28 19:33:50
882,385,4,2025-12-28 19:13:21,2025-12-28 21:32:21
883,972,4,2025-12-28 19:14:17,2025-12-28 23:04:17
884,37,6,2025-12-28 19:13:27,2025-12-28 22:31:27
885,738,2,2025-12-28 19:13:53,2025-12-28 22:27:53
886,63,8,2025-12-28 19:14:50,2025-12-28 20:13:50
887,497,2,2025-12-28 19:12:45,2025-12-28 19:48:45
888,512,2,2025-12-28 19:14:39,2025-12-28 23:04:39
889,315,8,2025-12-28 19:13:48,2025-12-28 20:33:48
890,394,7,2025-12-28 19:13:02,2025-12-28 21:39:02
891,724,2,2025-12-28 19:13:36,2025-12-28 21:47:36
892,69,9,2025-12-28 19:12:43,2025-12-28 21:07:43
893,232,9,2025-12-28 19:14:41,2025-12-28 20:28:41
894,158,4,2025-12-28 19:11:54,2025-12-28 20:32:54
895,552,9,2025-12-28 19:14:25,2025-12-28 21:44:25
896,724,8,2025-12-28 19:14:33,2025-12-28 22:27:33
897,82,1,2025-12-28 19:12:43,2025-12-28 21:54:43
898,510,9,2025-12-28 19:14:50,2025-12-28 22:31:50
899,296,4,2025-12-28 19:12:33,2025-12-28 20:35:33
900,472,1,2025-12-28 19:12:30,2025-12-28 20:59:30
901,737,3,2025-12-28 19:14:22,2025-12-28 22:41:22
902,39,9,2025-12-28 19:12:33,2025-12-28 22:04:33
903,171,1,2025-12-28 19:12:08,2025-12-28 21:48:08
904,924,9,2025-12-28 19:14:34,2025-12-28 23:02:34
905,690,4,2025-12-28 19:13:06,2025-12-28 22:44:06
906,805,5,2025-12-28 19:13:14,2025-12-28 21:47:14
907,290,8,2025-12-28 19:14:14,2025-12-28 22:07:14
908,562,4,2025-12-28 19:12:33,2025-12-28 20:32:33
909,714,3,2025-12-28 19:12:56,2025-12-28 22:13:56
910,965,4,2025-12-28 19:13:20,2025-12-28 20:44:20
911,175,2,2025-12-28 19:12:01,2025-12-28 20:45:01
912,464,5,2025-12-28 19:14:32,2025-12-28 19:46:32
913,825,2,2025-12-28 19:13:33,2025-12-28 20:42:33
914,954,1,2025-12-28 19:14:39,2025-12-28 20:21:39
915,32,9,2025-12-28 19:11:56,2025-12-28 22:33:56
916,310,9,2025-12-28 19:12:06,2025-12-28 20:37:06
917,921,5,2025-12-28 19:14:08,2025-12-28 21:05:08
918,145,6,2025-12-28 19:12:57,2025-12-28 22:00:57
919,18,4,2025-12-28 19:14:28,2025-12-28 23:06:28
920,306,6,2025-12-28 19:13:25,2025-12-28 22:54:25
921,244,7,2025-12-28 19:14:45,2025-12-28 20:01:45
922,78,3,2025-12-28 19:14:03,2025-12-28 21:33:03
923,530,2,2025-12-28 19:13:57,2025-12-28 21:09:57
924,266,5,2025-12-28 19:12:35,2025-12-28 19:23:35
925,852,1,2025-12-28 19:12:52,2025-12-28 22:32:52
926,658,6,2025-12-28 19:13:25,2025-12-28 22:57:25
927,379,7,2025-12-28 19:12:47,2025-12-28 21:55:47
928,969,6,2025-12-28 19:14:24,2025-12-28 19:26:24
929,42,2,2025-12-28 19:14:11,2025-12-28 21:38:11
930,896,7,2025-12-28 19:12:36,2025-12-28 22:40:36
931,790,9,2025-12-28 19:13:52,2025-12-28 20:08:52
932,670,9,2025-12-28 19:13:59,2025-12-28 22:02:59
933,828,9,2025-12-28 19:14:24,2025-12-28 21:20:24
934,831,2,2025-12-28 19:12:08,2025-12-28 22:14:08
935,389,3,2025-12-28 19:14:51,2025-12-28 21:47:51
936,195,5,2025-12-28 19:14:01,2025-12-28 20:44:01
937,759,3,2025-12-28 19:12:50,2025-12-28 21:07:50
938,30,10,2025-12-28 19:12:42,2025-12-28 22:51:42
939,597,10,2025-12-28 19:14:01,2025-12-28 21:21:01
940,188,5,2025-12-28 19:13:01,2025-12-28 22:38:01
941,854,3,2025-12-28 19:11:55,2025-12-28 20:19:55
942,570,9,2025-12-28 19:14:42,2025-12-28 22:27:42
943,564,3,2025-12-28 19:12:24,2025-12-28 21:57:24
944,419,2,2025-12-28 19:13:39,2025-12-28 20:42:39
945,936,7,2025-12-28 19:11:57,2025-12-28 23:01:57
946,691,1,2025-12-28 19:12:08,2025-12-28 19:27:08
947,141,2,2025-12-28 19:12:55,2025-12-28 20:08:55
948,280,6,2025-12-28 19:12:27,2025-12-28 21:12:27
949,302,10,2025-12-28 19:13:04,2025-12-28 21:55:04
950,15,1,2025-12-28 19:13:55,2025-12-28 21:55:55
951,455,4,2025-12-28 19:14:39,2025-12-28 21:41:39
952,581,7,2025-12-28 19:14:05,2025-12-28 22:37:05
953,474,6,2025-12-28 19:13:48,2025-12-28 19:40:48
954,479,10,2025-12-28 19:13:02,2025-12-28 22:43:02
955,331,6,2025-12-28 19:12:43,2025-12-28 20:48:43
956,769,7,2025-12-28 19:14:35,2025-12-28 19:59:35
957,729,1,2025-12-28 19:13:48,2025-12-28 19:56:48
958,858,7,2025-12-28 19:14:50,2025-12-28 20:24:50
959,174,9,2025-12-28 19:14:15,2025-12-28 20:57:15
960,817,8,2025-12-28 19:12:38,2025-12-28 22:33:38
961,296,5,2025-12-28 19:14:41,2025-12-28 21:28:41
962,172,8,2025-12-28 19:11:52,2025-12-28 20:49:52
963,609,8,2025-12-28 19:12:33,2025-12-28 21:44:33
964,618,6,2025-12-28 19:12:27,2025-12-28 21:56:27
965,485,2,2025-12-28 19:13:06,2025-12-28 21:31:06
966,790,5,2025-12-28 19:14:50,2025-12-28 22:34:50
967,986,4,2025-12-28 19:12:20,2025-12-28 19:38:20
968,730,10,2025-12-28 19:14:21,2025-12-28 19:37:21
969,726,1,2025-12-28 19:14:08,2025-12-28 21:40:08
970,396,5,2025-12-28 19:11:51,2025-12-28 22:28:51
971,759,9,2025-12-28 19:13:21,2025-12-28 21:39:21
972,84,8,2025-12-28 19:13:39,2025-12-28 20:04:39
973,928,3,2025-12-28 19:14:38,2025-12-28 20:24:38
974,135,1,2025-12-28 19:13:15,2025-12-28 20:41:15
975,971,4,2025-12-28 19:14:00,2025-12-28 22:35:00
976,709,8,2025-12-28 19:13:00,2025-12-28 19:31:00
977,903,10,2025-12-28 19:13:16,2025-12-28 19:40:16
978,700,10,2025-12-28 19:12:01,2025-12-28 21:21:01
979,421,5,2025-12-28 19:11:59,2025-12-28 21:42:59
980,903,1,2025-12-28 19:12:20,2025-12-28 20:27:20
981,795,4,2025-12-28 19:14:36,2025-12-28 21:51:36
982,890,9,2025-12-28 19:13:35,2025-12-28 19:24:35
983,551,9,2025-12-28 19:13:09,2025-12-28 20:19:09
984,421,1,2025-12-28 19:14:08,2025-12-28 21:55:08
985,360,3,2025-12-28 19:13:42,2025-12-28 20:21:42
986,18,1,2025-12-28 19:11:51,2025-12-28 22:29:51
987,324,7,2025-12-28 19:13:52,2025-12-28 21:12:52
988,663,3,2025-12-28 19:12:33,2025-12-28 19:45:33
989,52,10,2025-12-28 19:12:20,2025-12-28 21:44:20
990,887,8,2025-12-28 19:12:14,2025-12-28 22:47:14
991,15,10,2025-12-28 19:13:49,2025-12-28 20:02:49
992,954,3,2025-12-28 19:13:35,2025-12-28 23:02:35
993,217,4,2025-12-28 19:12:31,2025-12-28 21:41:31
994,755,8,2025-12-28 19:14:50,2025-12-28 19:33:50
995,209,1,2025-12-28 19:12:12,2025-12-28 21:54:12
996,163,5,2025-12-28 19:14:37,2025-12-28 20:42:37
997,807,5,2025-12-28 19:13:35,2025-12-28 22:08:35
998,100,7,2025-12-28 19:13:17,2025-12-28 20:44:17
999,376,6,2025-12-28 19:12:11,2025-12-28 22:23:11
1000,278,5,2025-12-28 19:12:23,2025-12-28 21:10:23
1001,356,5,2025-12-28 19:13:19,2025-12-28 19:19:19
1002,988,10,2025-12-28 19:13:23,2025-12-28 22:31:23
1003,856,7,2025-12-28 19:14:03,2025-12-28 20:57:03
1004,788,5,2025-12-28 19:13:12,2025-12-28 23:07:12
1005,327,10,2025-12-28 19:14:37,2025-12-28 22:55:37
1006,673,9,2025-12-28 19:13:15,2025-12-28 21:28:15
1007,452,8,2025-12-28 19:14:24,2025-12-28 21:31:24
1008,127,3,2025-12-28 19:12:03,2025-12-28 23:09:03
1009,992,3,2025-12-28 19:12:24,2025-12-28 22:13:24
1010,371,8,2025-12-28 19:12:06,2025-12-28 19:20:06
1011,301,10,2025-12-28 19:12:30,2025-12-28 19:58:30
1012,871,10,2025-12-28 19:13:07,2025-12-28 21:56:07
1013,868,5,2025-12-28 19:14:25,2025-12-28 19:48:25
1014,843,5,2025-12-28 19:14:29,2025-12-28 21:54:29
1015,839,7,2025-12-28 19:11:52,2025-12-28 20:39:52
1016,141,9,2025-12-28 19:12:41,2025-12-28 19:48:41
1017,860,8,2025-12-28 19:12:46,2025-12-28 22:39:46
1018,170,4,2025-12-28 19:13:45,2025-12-28 20:02:45
1019,377,4,2025-12-28 19:12:42,2025-12-28 21:46:42
1020,738,1,2025-12-28 19:12:41,2025-12-28 22:58:41
1021,751,4,2025-12-28 19:13:31,2025-12-28 22:51:31
1022,981,8,2025-12-28 19:13:31,2025-12-28 19:50:31
1023,20,9,2025-12-28 19:12:53,2025-12-28 20:33:53
1024,667,6,2025-12-28 19:14:39,2025-12-28 21:56:39
1025,498,5,2025-12-28 19:13:29,2025-12-28 22:08:29
1026,60,6,2025-12-28 19:13:01,2025-12-28 19:23:01
1027,502,4,2025-12-28 19:13:48,2025-12-28 21:04:48
1028,12,5,2025-12-28 19:12:18,2025-12-28 22:02:18
1029,492,6,2025-12-28 19:13:07,2025-12-28 21:21:07
1030,219,4,2025-12-28 19:11:54,2025-12-28 20:53:54
1031,647,2,2025-12-28 19:12:32,2025-12-28 22:13:32
1032,185,10,2025-12-28 19:11:58,2025-12-28 22:18:58
1033,493,10,2025-12-28 19:12:49,2025-12-28 22:26:49
1034,121,2,2025-12-28 19:12:37,2025-12-28 21:41:37
1035,181,5,2025-12-28 19:13:17,2025-12-28 22:20:17
1036,83,4,2025-12-28 19:13:14,2025-12-28 22:09:14
1037,19,8,2025-12-28 19:12:27,2025-12-28 22:06:27
1038,732,5,2025-12-28 19:13:49,2025-12-28 19:34:49
1039,235,1,2025-12-28 19:12:31,2025-12-28 21:21:31
1040,559,2,2025-12-28 19:13:24,2025-12-28 21:24:24
1041,202,10,2025-12-28 19:14:12,2025-12-28 21:48:12
1042,421,2,2025-12-28 19:14:43,2025-12-28 19:40:43
1043,954,3,2025-12-28 19:13:31,2025-12-28 21:31:31
1044,808,4,2025-12-28 19:14:03,2025-12-28 20:50:03
1045,885,3,2025-12-28 19:14:26,2025-12-28 21:14:26
1046,388,4,2025-12-28 19:14:41,2025-12-28 22:00:41
1047,844,3,2025-12-28 19:14:51,2025-12-28 20:14:51
1048,370,8,2025-12-28 19:13:25,2025-12-28 20:26:25
1049,760,9,2025-12-28 19:13:39,2025-12-28 22:31:39
1050,173,2,2025-12-28 19:13:53,2025-12-28 22:46:53
1051,505,5,2025-12-28 19:13:53,2025-12-28 20:33:53
1052,555,1,2025-12-28 19:13:45,2025-12-28 21:15:45
1053,657,10,2025-12-28 19:14:28,2025-12-28 20:53:28
1054,523,5,2025-12-28 19:13:44,2025-12-28 20:31:44
1055,687,9,2025-12-28 19:14:11,2025-12-28 22:42:11
1056,389,5,2025-12-28 19:12:05,2025-12-28 20:22:05
1057,531,5,2025-12-28 19:11:58,2025-12-28 20:01:58
1058,597,6,2025-12-28 19:12:54,2025-12-28 19:18:54
1059,341,2,2025-12-28 19:13:34,2025-12-28 21:26:34
1060,836,9,2025-12-28 19:12:25,2025-12-28 20:36:25
1061,631,2,2025-12-28 19:13:10,2025-12-28 22:50:10
1062,558,3,2025-12-28 19:13:55,2025-12-28 22:42:55
1063,336,3,2025-12-28 19:13:31,2025-12-28 21:32:31
1064,228,3,2025-12-28 19:13:33,2025-12-28 21:11:33
1065,522,5,2025-12-28 19:12:29,2025-12-28 21:09:29
1066,874,8,2025-12-28 19:12:13,2025-12-28 20:09:13
1067,106,2,2025-12-28 19:12:25,2025-12-28 20:45:25
1068,581,3,2025-12-28 19:14:49,2025-12-28 19:30:49
1069,106,3,2025-12-28 19:12:08,2025-12-28 20:20:08
1070,970,6,2025-12-28 19:13:43,2025-12-28 20:48:43
1071,656,4,2025-12-28 19:13:24,2025-12-28 19:41:24
1072,140,3,2025-12-28 19:14:13,2025-12-28 21:51:13
1073,56,8,2025-12-28 19:11:56,2025-12-28 21:34:56
1074,55,3,2025-12-28 19:12:51,2025-12-28 22:25:51
1075,606,7,2025-12-28 19:14:02,2025-12-28 19:23:02
1076,384,10,2025-12-28 19:14:06,2025-12-28 23:04:06
1077,9,4,2025-12-28 19:14:45,2025-12-28 21:52:45
1078,289,6,2025-12-28 19:12:02,2025-12-28 21:04:02
1079,715,2,2025-12-28 19:12:37,2025-12-28 20:56:37
1080,941,6,2025-12-28 19:11:57,2025-12-28 19:16:57
1081,8,6,2025-12-28 19:13:52,2025-12-28 19:42:52
1082,751,7,2025-12-28 19:13:52,2025-12-28 23:04:52
1083,657,3,2025-12-28 19:14:49,2025-12-28 19:52:49
1084,364,7,2025-12-28 19:12:32,2025-12-28 19:46:32
1085,682,1,2025-12-28 19:13:29,2025-12-28 20:01:29
1086,837,5,2025-12-28 19:13:01,2025-12-28 19:49:01
1087,967,1,2025-12-28 19:14:36,2025-12-28 22:39:36
1088,45,1,2025-12-28 19:13:11,2025-12-28 21:51:11
1089,573,1,2025-12-28 19:13:42,2025-12-28 21:39:42
1090,556,10,2025-12-28 19:14:36,2025-12-28 22:41:36
1091,668,9,2025-12-28 19:12:26,2025-12-28 19:26:26
1092,430,10,2025-12-28 19:12:18,2025-12-28 23:05:18
1093,152,10,2025-12-28 19:14:48,2025-12-28 22:01:48
1094,465,8,2025-12-28 19:12:22,2025-12-28 21:27:22
1095,187,4,2025-12-28 19:11:57,2025-12-28 22:18:57
1096,316,7,2025-12-28 19:13:21,2025-12-28 19:20:21
1097,834,2,2025-12-28 19:12:31,2025-12-28 19:47:31
1098,867,4,2025-12-28 19:13:00,2025-12-28 21:21:00
1099,90,3,2025-12-28 19:14:01,2025-12-28 19:23:01
1100,316,1,2025-12-28 19:14:08,2025-12-28 21:09:08
1101,408,9,2025-12-28 19:12:42,2025-12-28 23:05:42
1102,429,1,2025-12-28 19:14:05,2025-12-28 19:36:05
1103,609,4,2025-12-28 19:13:03,2025-12-28 21:29:03
1104,801,3,2025-12-28 19:14:26,2025-12-28 22:40:26
1105,651,8,2025-12-28 19:11:57,2025-12-28 20:43:57
1106,347,4,2025-12-28 19:14:21,2025-12-28 22:02:21
1107,419,6,2025-12-28 19:12:31,2025-12-28 19:48:31
1108,697,1,2025-12-28 19:13:50,2025-12-28 22:21:50
1109,401,2,2025-12-28 19:14:36,2025-12-28 19:36:36
1110,182,6,2025-12-28 19:13:19,2025-12-28 20:39:19
1111,916,1,2025-12-28 19:13:06,2025-12-28 22:25:06
1112,572,6,2025-12-28 19:12:49,2025-12-28 22:24:49
1113,283,7,2025-12-28 19:13:10,2025-12-28 20:55:10
1114,16,3,2025-12-28 19:13:06,2025-12-28 21:57:06
1115,743,5,2025-12-28 19:13:46,2025-12-28 22:00:46
1116,181,9,2025-12-28 19:13:05,2025-12-28 19:37:05
1117,412,5,2025-12-28 19:14:41,2025-12-28 22:16:41
1118,56,1,2025-12-28 19:12:50,2025-12-28 19:54:50
1119,782,8,2025-12-28 19:14:21,2025-12-28 20:55:21
1120,852,10,2025-12-28 19:12:55,2025-12-28 21:01:55
1121,720,7,2025-12-28 19:12:22,2025-12-28 20:55:22
1122,537,10,2025-12-28 19:13:55,2025-12-28 20:08:55
1123,953,9,2025-12-28 19:12:58,2025-12-28 23:08:58
1124,822,1,2025-12-28 19:12:09,2025-12-28 23:03:09
1125,674,9,2025-12-28 19:14:24,2025-12-28 20:53:24
1126,680,7,2025-12-28 19:14:12,2025-12-28 22:52:12
1127,55,7,2025-12-28 19:14:51,2025-12-28 19:23:51
1128,474,2,2025-12-28 19:14:12,2025-12-28 21:27:12
1129,675,7,2025-12-28 19:11:58,2025-12-28 20:40:58
1130,638,6,2025-12-28 19:12:34,2025-12-28 20:01:34
1131,354,1,2025-12-28 19:12:52,2025-12-28 22:38:52
1132,713,10,2025-12-28 19:12:04,2025-12-28 19:44:04
1133,357,9,2025-12-28 19:12:15,2025-12-28 21:18:15
1134,617,7,2025-12-28 19:12:49,2025-12-28 22:45:49
1135,176,1,2025-12-28 19:12:46,2025-12-28 21:41:46
1136,177,10,2025-12-28 19:13:54,2025-12-28 21:50:54
1137,272,2,2025-12-28 19:11:53,2025-12-28 20:25:53
1138,677,8,2025-12-28 19:12:11,2025-12-28 20:44:11
1139,836,10,2025-12-28 19:11:56,2025-12-28 19:35:56
1140,342,2,2025-12-28 19:13:15,2025-12-28 20:52:15
1141,833,6,2025-12-28 19:12:28,2025-12-28 20:03:28
1142,473,9,2025-12-28 19:12:55,2025-12-28 22:57:55
1143,903,8,2025-12-28 19:14:21,2025-12-28 21:03:21
1144,967,2,2025-12-28 19:14:30,2025-12-28 20:01:30
1145,939,4,2025-12-28 19:13:10,2025-12-28 22:47:10
1146,381,5,2025-12-28 19:13:21,2025-12-28 21:52:21
1147,632,10,2025-12-28 19:12:48,2025-12-28 20:11:48
1148,496,1,2025-12-28 19:12:37,2025-12-28 20:25:37
1149,243,2,2025-12-28 19:13:56,2025-12-28 19:40:56
1150,888,1,2025-12-28 19:11:53,2025-12-28 22:54:53
1151,622,1,2025-12-28 19:14:47,2025-12-28 20:19:47
1152,50,7,2025-12-28 19:13:04,2025-12-28 20:28:04
1153,141,3,2025-12-28 19:12:05,2025-12-28 22:18:05
1154,153,10,2025-12-28 19:14:16,2025-12-28 20:35:16
1155,368,4,2025-12-28 19:12:18,2025-12-28 22:29:18
1156,822,10,2025-12-28 19:13:18,2025-12-28 22:05:18
1157,899,8,2025-12-28 19:13:25,2025-12-28 20:50:25
1158,357,5,2025-12-28 19:12:42,2025-12-28 22:55:42
1159,163,5,2025-12-28 19:14:25,2025-12-28 21:02:25
1160,994,2,2025-12-28 19:14:20,2025-12-28 22:28:20
1161,942,10,2025-12-28 19:12:42,2025-12-28 21:08:42
1162,968,7,2025-12-28 19:12:06,2025-12-28 20:46:06
1163,813,10,2025-12-28 19:14:47,2025-12-28 23:09:47
1164,10,8,2025-12-28 19:14:06,2025-12-28 23:07:06
1165,431,7,2025-12-28 19:13:48,2025-12-28 22:41:48
1166,776,3,2025-12-28 19:14:31,2025-12-28 20:32:31
1167,638,9,2025-12-28 19:14:34,2025-12-28 21:45:34
1168,856,3,2025-12-28 19:14:33,2025-12-28 20:39:33
1169,334,5,2025-12-28 19:13:36,2025-12-28 20:30:36
1170,278,2,2025-12-28 19:13:05,2025-12-28 21:30:05
1171,223,2,2025-12-28 19:12:13,2025-12-28 21:01:13
1172,454,5,2025-12-28 19:12:00,2025-12-28 22:38:00
1173,26,3,2025-12-28 19:14:17,2025-12-28 22:57:17
1174,189,6,2025-12-28 19:12:12,2025-12-28 21:53:12
1175,824,3,2025-12-28 19:12:55,2025-12-28 21:05:55
1176,112,2,2025-12-28 19:12:30,2025-12-28 20:43:30
1177,56,7,2025-12-28 19:14:07,2025-12-28 21:42:07
1178,708,3,2025-12-28 19:13:17,2025-12-28 23:02:17
1179,564,7,2025-12-28 19:14:07,2025-12-28 20:10:07
1180,625,2,2025-12-28 19:12:05,2025-12-28 20:34:05
1181,647,1,2025-12-28 19:14:34,2025-12-28 19:20:34
1182,273,5,2025-12-28 19:12:37,2025-12-28 22:24:37
1183,928,1,2025-12-28 19:13:48,2025-12-28 20:32:48
1184,62,6,2025-12-28 19:12:41,2025-12-28 20:12:41
1185,587,1,2025-12-28 19:12:42,2025-12-28 21:19:42
1186,233,4,2025-12-28 19:14:37,2025-12-28 19:30:37
1187,839,9,2025-12-28 19:12:17,2025-12-28 20:30:17
1188,657,5,2025-12-28 19:12:15,2025-12-28 20:31:15
1189,288,4,2025-12-28 19:13:51,2025-12-28 21:15:51
1190,402,3,2025-12-28 19:11:57,2025-12-28 21:45:57
1191,241,7,2025-12-28 19:11:56,2025-12-28 20:25:56
1192,468,8,2025-12-28 19:12:11,2025-12-28 21:52:11
1193,453,2,2025-12-28 19:14:03,2025-12-28 22:06:03
1194,741,5,2025-12-28 19:12:35,2025-12-28 20:33:35
1195,179,7,2025-12-28 19:12:03,2025-12-28 22:15:03
1196,915,7,2025-12-28 19:12:00,2025-12-28 19:21:00
1197,516,4,2025-12-28 19:11:52,2025-12-28 23:05:52
1198,887,4,2025-12-28 19:12:13,2025-12-28 20:42:13
1199,299,3,2025-12-28 19:13:29,2025-12-28 21:59:29
1200,348,8,2025-12-28 19:14:36,2025-12-28 23:05:36
1201,181,3,2025-12-28 19:11:51,2025-12-28 22:26:51
1202,180,8,2025-12-28 19:12:45,2025-12-28 20:31:45
1203,433,5,2025-12-28 19:13:09,2025-12-28 21:56:09
1204,76,3,2025-12-28 19:12:03,2025-12-28 22:05:03
1205,396,1,2025-12-28 19:13:43,2025-12-28 22:33:43
1206,685,3,2025-12-28 19:12:45,2025-12-28 22:05:45
1207,385,6,2025-12-28 19:14:45,2025-12-28 21:04:45
1208,908,5,2025-12-28 19:13:18,2025-12-28 19:28:18
1209,769,2,2025-12-28 19:11:55,2025-12-28 21:58:55
1210,861,4,2025-12-28 19:14:34,2025-12-28 22:20:34
1211,887,9,2025-12-28 19:12:00,2025-12-28 23:09:00
1212,533,9,2025-12-28 19:12:27,2025-12-28 22:21:27
1213,364,4,2025-12-28 19:11:56,2025-12-28 21:24:56
1214,811,4,2025-12-28 19:14:17,2025-12-28 22:10:17
1215,354,8,2025-12-28 19:13:04,2025-12-28 19:24:04
1216,993,3,2025-12-28 19:14:11,2025-12-28 21:57:11
1217,525,7,2025-12-28 19:13:56,2025-12-28 20:49:56
1218,300,1,2025-12-28 19:14:30,2025-12-28 19:53:30
1219,896,5,2025-12-28 19:12:57,2025-12-28 21:52:57
1220,463,2,2025-12-28 19:12:13,2025-12-28 20:56:13
1221,628,2,2025-12-28 19:13:43,2025-12-28 19:30:43
1222,166,3,2025-12-28 19:13:25,2025-12-28 21:49:25
1223,173,2,2025-12-28 19:12:38,2025-12-28 21:54:38
1224,388,4,2025-12-28 19:12:19,2025-12-28 23:10:19
1225,351,7,2025-12-28 19:13:11,2025-12-28 20:15:11
1226,41,1,2025-12-28 19:13:12,2025-12-28 21:38:12
1227,42,6,2025-12-28 19:12:09,2025-12-28 20:45:09
1228,556,9,2025-12-28 19:12:34,2025-12-28 20:09:34
1229,995,8,2025-12-28 19:12:37,2025-12-28 20:48:37
1230,890,5,2025-12-28 19:14:14,2025-12-28 21:27:14
1231,302,4,2025-12-28 19:12:44,2025-12-28 22:28:44
1232,933,1,2025-12-28 19:14:08,2025-12-28 19:38:08
1233,811,10,2025-12-28 19:12:35,2025-12-28 19:52:35
1234,983,4,2025-12-28 19:14:35,2025-12-28 21:01:35
1235,520,8,2025-12-28 19:13:04,2025-12-28 21:24:04
1236,501,6,2025-12-28 19:14:19,2025-12-28 22:30:19
1237,661,3,2025-12-28 19:12:10,2025-12-28 21:42:10
1238,549,2,2025-12-28 19:12:30,2025-12-28 20:31:30
1239,114,10,2025-12-28 19:12:47,2025-12-28 19:44:47
1240,435,7,2025-12-28 19:12:36,2025-12-28 23:08:36
1241,30,8,2025-12-28 19:13:43,2025-12-28 20:25:43
1242,125,3,2025-12-28 19:14:13,2025-12-28 23:09:13
1243,616,9,2025-12-28 19:12:26,2025-12-28 19:37:26
1244,745,2,2025-12-28 19:12:36,2025-12-28 21:39:36
1245,56,7,2025-12-28 19:13:09,2025-12-28 21:11:09
1246,965,8,2025-12-28 19:13:11,2025-12-28 23:12:11
1247,239,7,2025-12-28 19:13:44,2025-12-28 23:12:44
1248,566,2,2025-12-28 19:12:48,2025-12-28 20:49:48
1249,941,6,2025-12-28 19:13:42,2025-12-28 22:47:42
1250,20,5,2025-12-28 19:14:46,2025-12-28 22:11:46
1251,775,10,2025-12-28 19:13:52,2025-12-28 22:12:52
1252,612,2,2025-12-28 19:13:54,2025-12-28 19:38:54
1253,382,1,2025-12-28 19:13:41,2025-12-28 19:35:41
1254,192,8,2025-12-28 19:12:02,2025-12-28 22:07:02
1255,75,9,2025-12-28 19:13:41,2025-12-28 22:22:41
1256,804,1,2025-12-28 19:13:09,2025-12-28 22:29:09
1257,516,8,2025-12-28 19:14:08,2025-12-28 22:26:08
1258,537,4,2025-12-28 19:12:32,2025-12-28 22:34:32
1259,677,4,2025-12-28 19:14:08,2025-12-28 23:06:08
1260,119,4,2025-12-28 19:13:46,2025-12-28 19:37:46
1261,354,3,2025-12-28 19:12:00,2025-12-28 21:00:00
1262,859,9,2025-12-28 19:12:15,2025-12-28 21:32:15
1263,790,5,2025-12-28 19:12:39,2025-12-28 22:37:39
1264,170,2,2025-12-28 19:13:52,2025-12-28 19:37:52
1265,937,4,2025-12-28 19:13:30,2025-12-28 19:32:30
1266,87,2,2025-12-28 19:13:31,2025-12-28 20:48:31
1267,421,9,2025-12-28 19:14:26,2025-12-28 22:18:26
1268,304,9,2025-12-28 19:13:37,2025-12-28 22:59:37
1269,509,6,2025-12-28 19:13:41,2025-12-28 21:13:41
1270,409,7,2025-12-28 19:14:13,2025-12-28 19:44:13
1271,543,6,2025-12-28 19:14:27,2025-12-28 21:35:27
1272,777,8,2025-12-28 19:12:59,2025-12-28 23:00:59
1273,169,7,2025-12-28 19:12:04,2025-12-28 22:58:04
1274,743,4,2025-12-28 19:13:51,2025-12-28 20:34:51
1275,421,1,2025-12-28 19:14:24,2025-12-28 20:56:24
1276,371,2,2025-12-28 19:13:14,2025-12-28 22:51:14
1277,813,4,2025-12-28 19:14:48,2025-12-28 20:18:48
1278,735,4,2025-12-28 19:12:23,2025-12-28 19:42:23
1279,855,4,2025-12-28 19:13:39,2025-12-28 22:04:39
1280,391,2,2025-12-28 19:12:47,2025-12-28 19:44:47
1281,606,7,2025-12-28 19:12:36,2025-12-28 20:40:36
1282,43,5,2025-12-28 19:14:08,2025-12-28 21:15:08
1283,525,10,2025-12-28 19:14:40,2025-12-28 22:14:40
1284,928,5,2025-12-28 19:12:01,2025-12-28 20:36:01
1285,286,9,2025-12-28 19:13:24,2025-12-28 20:47:24
1286,919,2,2025-12-28 19:14:32,2025-12-28 21:27:32
1287,913,8,2025-12-28 19:14:14,2025-12-28 21:22:14
1288,680,5,2025-12-28 19:11:52,2025-12-28 21:30:52
1289,77,8,2025-12-28 19:12:20,2025-12-28 20:23:20
1290,78,6,2025-12-28 19:12:40,2025-12-28 20:50:40
1291,453,5,2025-12-28 19:13:24,2025-12-28 21:37:24
1292,69,1,2025-12-28 19:12:00,2025-12-28 20:27:00
1293,541,9,2025-12-28 19:13:53,2025-12-28 21:40:53
1294,40,2,2025-12-28 19:14:30,2025-12-28 19:37:30
1295,353,5,2025-12-28 19:12:51,2025-12-28 23:02:51
1296,510,9,2025-12-28 19:14:02,2025-12-28 21:27:02
1297,887,9,2025-12-28 19:13:42,2025-12-28 19:25:42
1298,689,2,2025-12-28 19:14:14,2025-12-28 23:09:14
